scout_initials,match_number,robot_loc,team_number,starting_position,no_show,auto_lunites_missed,auto_lunites_high,auto_lunites_low,moved,ground_intake_auto,pre_high_lunites_scored,pre_low_lunites_scored,pre_lunites_missed,pre_lunites_passed,post_high_lunites_scored,post_low_lunites_scored,post_lunites_missed,post_lunites_passed,end_position,bunnies_inside,tele_op_ground_intake,general_comments,defense_fouls,defense_rating,postmatch_driver_ranking,postmatch_difficulties,comments_open
NS,10,B2,422,I,FALSE,2,2,0,TRUE,FALSE,10,1,1,2,3,3,0,7,none,2,TRUE,0,1,0,1,de
HR,11,R1,6767,I,FALSE,0,1,1,TRUE,FALSE,1,1,2,1,1,4,4,5,none,2,FALSE,,0,0,1,di
HR,11,R2,118,O,FALSE,3,1,2,TRUE,FALSE,7,1,2,2,1,2,3,4,linked,2,FALSE,,0,0,3,di
NS,11,B1,5940,I,FALSE,0,0,6,TRUE,FALSE,5,6,3,3,5,1,2,8,none,3,TRUE,0,2,0,4,di
NS,11,B2,3937,O,FALSE,3,1,3,TRUE,FALSE,4,4,3,5,1,7,1,9,linked,1,FALSE,,0,0,4,ls
HR,12,R1,1678,O,FALSE,2,0,3,TRUE,TRUE,6,4,4,0,3,3,5,1,linked,2,FALSE,0,1,4,1,de
HR,12,R2,9072,I,FALSE,0,3,2,TRUE,FALSE,7,4,2,3,3,5,2,5,linked,2,FALSE,,0,0,5,di
NS,12,B1,8590,O,FALSE,0,0,0,TRUE,FALSE,6,4,3,1,0,6,1,8,none,2,FALSE,,0,0,4,ls
NS,12,B2,2910,I,FALSE,2,3,0,TRUE,TRUE,9,7,3,1,5,3,3,7,linked,3,FALSE,0,1,2,5,ba
HR,13,R1,1727,I,FALSE,2,2,4,TRUE,TRUE,5,6,3,4,4,7,5,2,none,3,FALSE,,0,0,4,NA
HR,13,R2,2056,O,FALSE,3,2,1,TRUE,FALSE,4,3,5,2,4,3,3,3,linked,3,FALSE,0,3,2,4,de
HR,13,B1,1323,I,FALSE,3,0,3,TRUE,FALSE,7,5,1,0,3,4,1,2,linked,2,TRUE,,0,0,1,NA
NS,13,B2,2106,O,FALSE,3,3,0,TRUE,TRUE,2,3,3,3,3,3,2,8,linked,2,FALSE,1,0,0,5,NA
HR,14,R1,4414,I,FALSE,3,1,3,TRUE,FALSE,7,6,3,4,2,0,0,6,linked,3,FALSE,0,1,0,2,NA
HR,14,R2,359,I,FALSE,1,2,0,TRUE,FALSE,3,2,3,2,4,8,3,4,linked,3,FALSE,,0,0,2,NA
HR,14,B1,1690,O,FALSE,0,3,0,TRUE,FALSE,4,5,2,4,3,3,5,3,none,1,FALSE,,0,0,2,ls
NS,14,B2,5026,O,FALSE,1,1,1,TRUE,TRUE,5,5,5,2,4,7,2,9,none,3,FALSE,0,4,0,2,de
NS,15,R1,254,O,FALSE,2,2,5,TRUE,FALSE,6,6,4,2,2,7,4,6,linked,3,FALSE,0,3,0,5,t
NS,15,R2,422,O,FALSE,0,0,1,TRUE,FALSE,6,6,3,1,5,7,1,2,linked,3,TRUE,0,2,1,1,ba
NS,15,B1,3937,O,FALSE,1,0,2,TRUE,FALSE,6,4,3,1,7,7,1,8,linked,2,FALSE,,0,0,5,di
HR,15,B2,6767,I,FALSE,3,1,0,TRUE,FALSE,5,3,2,5,1,5,3,2,linked,3,TRUE,,0,0,2,NA
NS,16,R1,2910,I,FALSE,3,2,2,TRUE,FALSE,5,5,4,3,1,4,2,7,none,2,FALSE,0,0,4,2,NA
HR,16,R2,1727,O,FALSE,0,1,3,TRUE,FALSE,4,4,4,4,2,3,3,0,linked,3,FALSE,,0,0,4,NA
HR,16,B1,2056,I,FALSE,0,1,0,FALSE,FALSE,2,6,4,1,7,2,3,5,linked,3,FALSE,,0,0,2,NA
HR,16,B2,5940,O,FALSE,1,1,0,FALSE,FALSE,5,2,5,3,5,2,4,7,linked,2,FALSE,,0,0,2,ls
NS,17,R1,118,O,FALSE,0,1,0,TRUE,FALSE,7,6,2,4,1,6,4,8,linked,3,FALSE,2,0,0,4,NA
NS,17,R2,1678,O,FALSE,1,1,1,TRUE,FALSE,1,5,2,3,2,2,3,2,linked,3,FALSE,,0,0,5,NA
HR,17,B1,5026,I,FALSE,0,0,5,TRUE,FALSE,3,5,0,4,3,3,1,5,linked,2,FALSE,,0,0,2,ba
NS,17,B2,4414,I,FALSE,0,0,2,TRUE,FALSE,5,2,2,5,5,5,2,3,none,3,FALSE,0,1,3,4,ls
HR,18,R1,359,O,FALSE,0,3,0,TRUE,TRUE,10,4,2,3,3,8,2,3,linked,2,FALSE,0,3,3,4,NA
NS,18,R2,1323,I,FALSE,0,1,2,TRUE,TRUE,4,5,3,2,3,3,0,4,none,2,FALSE,0,2,1,4,ba
HR,18,B1,8590,O,FALSE,2,2,1,TRUE,FALSE,9,3,2,4,3,5,2,5,none,3,FALSE,0,1,1,3,NA
NS,18,B2,449,I,FALSE,0,1,2,TRUE,FALSE,4,0,4,2,5,4,0,1,linked,2,FALSE,0,2,1,5,di
NS,19,R1,9072,O,FALSE,2,1,0,TRUE,FALSE,6,3,2,1,3,5,3,9,none,1,FALSE,3,0,0,3,ls
HR,19,R2,254,I,FALSE,3,0,1,TRUE,FALSE,7,2,2,3,3,6,3,1,none,2,FALSE,,0,0,1,NA
HR,19,B1,2106,O,FALSE,0,2,4,TRUE,FALSE,1,0,0,4,2,4,2,2,none,3,TRUE,0,4,2,4,NA
NS,19,B2,1690,I,FALSE,2,2,1,FALSE,FALSE,3,4,4,3,1,7,2,5,linked,3,FALSE,,0,0,5,ls
HR,20,R1,5026,I,FALSE,0,2,6,TRUE,FALSE,0,0,3,1,0,1,5,6,linked,3,FALSE,0,0,0,4,NA
NS,20,R2,5940,O,FALSE,1,3,3,TRUE,FALSE,6,3,4,3,1,2,1,5,none,3,FALSE,0,0,0,3,ls
NS,20,B1,422,O,FALSE,3,0,2,TRUE,FALSE,3,0,2,3,2,4,3,2,linked,3,FALSE,0,0,1,3,di
HR,20,B2,2056,O,FALSE,2,1,2,TRUE,FALSE,10,7,5,1,3,6,3,8,linked,3,FALSE,,0,0,3,NA
NS,21,R1,4414,I,FALSE,2,2,0,TRUE,FALSE,3,4,2,4,0,4,1,7,linked,1,FALSE,0,0,0,4,ls
NS,21,R2,1323,I,FALSE,2,1,3,FALSE,FALSE,7,4,1,3,6,3,5,7,linked,2,FALSE,,0,0,2,di
HR,21,B1,2910,I,FALSE,0,3,0,TRUE,FALSE,0,5,3,4,3,7,0,2,linked,2,FALSE,3,0,0,5,NA
NS,21,B2,6767,O,FALSE,2,2,3,TRUE,FALSE,4,2,4,4,2,1,1,7,none,2,FALSE,,0,0,3,ls
NS,22,R1,3937,O,FALSE,0,0,6,TRUE,FALSE,3,5,3,2,2,3,3,6,linked,3,FALSE,,0,0,1,ls
HR,22,R2,9072,O,FALSE,0,1,5,TRUE,FALSE,9,3,1,3,6,3,3,7,none,3,FALSE,,0,0,4,NA
HR,22,B1,359,O,FALSE,0,2,3,TRUE,FALSE,7,1,2,2,3,1,2,9,linked,3,TRUE,,0,0,1,de
NS,22,B2,1727,I,FALSE,0,1,1,TRUE,FALSE,7,4,0,5,1,6,1,0,linked,3,FALSE,,0,0,1,NA
NS,23,R1,449,O,FALSE,3,0,2,TRUE,FALSE,4,4,3,4,2,3,3,5,linked,3,FALSE,,0,0,5,NA
NS,23,R2,1690,O,FALSE,3,0,2,TRUE,TRUE,3,2,2,2,3,4,2,5,linked,3,FALSE,0,3,0,1,NA
NS,23,B1,1678,I,FALSE,3,1,3,TRUE,FALSE,0,3,2,4,5,8,0,3,linked,2,FALSE,,0,0,1,NA
HR,23,B2,2106,O,FALSE,3,0,2,FALSE,FALSE,10,4,3,5,6,3,3,3,linked,3,TRUE,1,0,0,3,NA
NS,24,R1,254,I,FALSE,3,1,1,TRUE,FALSE,1,2,3,3,5,3,3,2,none,2,TRUE,,0,0,4,NA
NS,24,R2,8590,I,FALSE,2,2,1,TRUE,FALSE,2,3,2,2,4,7,1,4,linked,3,FALSE,,0,0,3,de
HR,24,B1,118,O,FALSE,0,1,3,TRUE,FALSE,6,4,0,1,6,5,1,6,linked,3,FALSE,0,0,0,2,t
HR,24,B2,4414,O,FALSE,1,2,1,TRUE,FALSE,4,4,4,3,5,4,4,2,linked,2,FALSE,,0,0,1,di
HR,25,R1,422,I,FALSE,1,0,2,TRUE,FALSE,9,5,2,3,7,4,4,9,linked,1,FALSE,,0,0,5,NA
NS,25,R2,5026,I,FALSE,0,0,0,TRUE,FALSE,9,4,4,2,4,5,4,7,none,3,FALSE,,0,0,4,di
HR,25,B1,9072,O,FALSE,3,1,3,TRUE,FALSE,7,5,2,2,5,5,2,3,linked,1,FALSE,2,0,0,1,NA
NS,25,B2,1323,I,FALSE,3,2,0,TRUE,FALSE,9,3,1,5,2,7,2,3,none,1,FALSE,0,0,1,4,NA
HR,26,R1,2056,O,FALSE,0,0,4,TRUE,FALSE,6,5,3,2,5,5,2,5,none,3,FALSE,0,3,1,3,di
HR,26,R2,3937,I,FALSE,2,1,3,TRUE,FALSE,9,3,2,4,4,4,4,4,none,3,FALSE,,0,0,4,t
NS,26,B1,1678,O,FALSE,3,1,5,TRUE,FALSE,10,6,3,2,4,8,4,4,linked,2,TRUE,1,0,0,4,NA
NS,26,B2,1690,O,FALSE,3,2,3,TRUE,FALSE,4,5,4,3,0,0,1,4,linked,2,FALSE,0,0,3,4,t
NS,27,R1,6767,I,FALSE,2,2,6,TRUE,FALSE,4,1,4,3,5,8,1,1,linked,3,FALSE,0,0,1,1,NA
HR,27,R2,8590,I,FALSE,0,0,1,TRUE,FALSE,5,6,1,0,5,5,3,1,linked,1,FALSE,0,0,2,5,NA
HR,27,B1,449,I,FALSE,1,1,6,TRUE,FALSE,4,0,0,0,4,0,1,9,linked,1,FALSE,,0,0,5,t
HR,27,B2,1727,O,FALSE,3,2,4,FALSE,FALSE,7,0,4,4,5,5,2,0,linked,3,FALSE,,0,0,5,di
HR,28,R1,2106,O,FALSE,3,2,0,TRUE,TRUE,8,1,3,4,0,8,1,3,linked,3,FALSE,,0,0,2,de
HR,28,R2,359,O,FALSE,2,2,5,TRUE,FALSE,4,1,3,1,6,1,3,7,linked,3,FALSE,0,0,1,2,NA
NS,28,B1,118,I,FALSE,3,3,5,TRUE,TRUE,0,3,5,3,6,4,2,7,linked,3,TRUE,0,0,3,2,NA
HR,28,B2,2910,I,FALSE,1,0,1,TRUE,FALSE,5,4,3,4,1,5,2,6,linked,1,FALSE,0,2,1,2,t
NS,29,R1,5940,O,FALSE,3,2,4,TRUE,FALSE,3,4,5,1,4,7,1,1,linked,2,FALSE,3,0,0,2,ba
HR,29,R2,9072,O,FALSE,0,2,2,TRUE,FALSE,7,5,2,4,3,4,5,5,linked,3,FALSE,,0,0,5,NA
NS,29,B1,4414,O,FALSE,1,1,2,TRUE,FALSE,5,4,4,5,2,1,3,5,linked,3,FALSE,,0,0,1,NA
NS,29,B2,254,O,FALSE,3,0,1,TRUE,FALSE,9,2,3,2,1,4,2,5,linked,1,FALSE,0,0,0,2,di
